link,caption
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_36.jpg,a table with a plate of food and a glass of wine
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_49.jpg,a bowl of food with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_5.jpg,a white plate topped with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_365.jpg,a white plate topped with a salad and a salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_50.jpg,a woman sitting at a table with a plate of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_358.jpg,a bowl of soup with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_47.jpg,a bowl of food with a spoon and a spoon 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_53.jpg,a living room filled with furniture and a fire place 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_51.jpg,a white plate topped with a salad and a sandwich 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_345.jpg,a bowl of food with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_56.jpg,a white plate topped with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_55.jpg,a close up of a plate of food with broccoli
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_59.jpg,a pan filled with broccoli and other vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_52.jpg,a dining room with a table and chairs
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_63.jpg,a plate of food with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_54.jpg,a bowl of cereal with a spoon in it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_60.jpg,a white plate topped with a sandwich and french fries 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_71.jpg,a white bowl filled with rice and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_57.jpg,a group of people standing around a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_7.jpg,a plate of food on a dining table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_73.jpg,a white plate topped with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_66.jpg,a store with a lot of different kinds of food
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_6.jpg,a bowl of soup with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_88.jpg,a bowl of soup with carrots and broccoli
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_84.jpg,a plate of food with a sandwich and salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_64.jpg,a person holding a sandwich in their hand 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_93.jpg,a plate of food that is on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_78.jpg,a bowl of food with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_65.jpg,a group of people standing around a table filled with food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_58.jpg,a white plate topped with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_77.jpg,a pizza with cheese and tomatoes on a plate 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_80.jpg,a bowl of soup and a bowl of soup 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_75.jpg,a bowl of food that is on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_94.jpg,a bowl of food with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_67.jpg,a bowl of soup sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_76.jpg,a white plate topped with a sandwich and a salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_83.jpg,a slice of pizza sitting on top of a white plate 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_72.jpg,a white plate topped with a cut in half sandwich 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_92.jpg,a bowl of soup and a bowl of soup 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_79.jpg,a couple of dogs are sitting on the ground
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_74.jpg,a plate of food on a dining table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_68.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_96.jpg,a bowl of soup with a spoon in it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_61.jpg,a bowl of soup is sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_97.jpg,a table topped with plates and bowls of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_8.jpg,a bowl of food with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_89.jpg,a plate of food that is on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_82.jpg,a plate of food on a dining table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_90.jpg,a group of people standing around a table with food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_98.jpg,a white plate topped with meat and vegetables 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_62.jpg,a table topped with plates and bowls of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_10.jpg,a street sign with a building in the background
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_102.jpg,a black and white photo of a boat in the water 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_91.jpg,a white plate topped with a sandwich and salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_1.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_86.jpg,a bowl of soup with a spoon in it 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_0.jpg,a black and white photo of a military plane 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_99.jpg,a table with a bowl of vegetables and a bowl of salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_85.jpg,a white bowl filled with lots of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_104.jpg,a group of young men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_95.jpg,a bowl of soup with broccoli and carrots 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_81.jpg,a close up of a pizza on a pan
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_87.jpg,a bowl of soup sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_70.jpg,a white plate topped with a sandwich and salad 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_107.jpg,a man in a suit and tie standing in front of a building 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_106.jpg,a man and a woman standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_101.jpg,a man riding a skateboard down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_69.jpg,a table topped with plates and bowls of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_103.jpg,a group of people sitting around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_113.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_108.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_105.jpg,a group of people standing around a table filled with food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_109.jpg,a group of people sitting around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_111.jpg,a large clock tower towering over a city 
D:/SE2023-9.1/SDmodel/data/train\Vietnam food\Image_6_9.jpg,a table topped with plates and bowls of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_118.jpg,a group of people standing in a room 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_110.jpg,a close up of a person holding a cell phone
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_11.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_131.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_120.jpg,a man is standing in front of a tree 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_114.jpg,a group of men standing next to a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_135.jpg,a group of people standing around a motorcycle 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_129.jpg,a large stone building with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_148.jpg,a group of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_116.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_100.jpg,a black and white photo of a person on a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_126.jpg,a black and white photo of a military plane 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_115.jpg,a group of people standing around a tennis court 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_13.jpg,a sign that reads `` <UNK> <UNK> <UNK> '' 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_138.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_117.jpg,a couple of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_137.jpg,a sign that says `` do n't stop believing '' 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_12.jpg,a group of men on a field playing baseball 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_122.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_119.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_140.jpg,a black and white photo of people in a field
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_151.jpg,a group of men standing next to a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_130.jpg,a group of people standing next to a sign 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_143.jpg,a group of men standing next to a zebra 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_144.jpg,a group of men standing next to each other on a field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_123.jpg,a man standing on a beach flying a kite 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_125.jpg,a man in a suit and tie holding a microphone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_14.jpg,a black and white photo of a man and a dog 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_132.jpg,a group of people riding skis on a snowy surface
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_133.jpg,a group of people riding bikes down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_15.jpg,a group of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_124.jpg,a city street filled with lots of traffic 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_112.jpg,a black and white photo of a person on a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_146.jpg,a black and white photo of a man and a woman 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_141.jpg,a black and white photo of a man with a baseball bat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_127.jpg,a black and white photo of a group of people in a field 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_136.jpg,a group of people standing next to a horse 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_149.jpg,a man standing in the water next to a cow 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_152.jpg,a black and white photo of a group of people
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_147.jpg,a tall clock tower with a sky background
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_145.jpg,a group of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_139.jpg,a group of people sitting around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_142.jpg,a group of men standing next to a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_161.jpg,a group of people walking down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_121.jpg,a man in a kitchen holding a plate of food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_155.jpg,a black and white photo of a person on a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_158.jpg,a black and white photo of a baseball team 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_134.jpg,a collage of photos with a clock on the wall
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_128.jpg,a black and white photo of a person on a boat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_166.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_163.jpg,a group of people standing next to an elephant 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_153.jpg,a black and white photo of a man and a woman 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_156.jpg,a group of people sitting on top of a bench 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_159.jpg,a tree in the middle of a lake surrounded by trees 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_162.jpg,a black and white photo of a group of people 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_165.jpg,a group of people standing around a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_150.jpg,a group of people standing next to an airplane 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_154.jpg,a black and white photo of a man and a dog 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_157.jpg,a close up of a street sign with a sky background
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_175.jpg,a group of people sitting on top of a rock 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_167.jpg,a group of people riding horses on a beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_160.jpg,a bunch of stuffed animals sitting on a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_16.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_177.jpg,a tree in the middle of a lake surrounded by trees 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_169.jpg,a group of men standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_168.jpg,a black and white photo of a person holding an umbrella 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_164.jpg,a group of people standing next to a small airplane 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_171.jpg,a group of men standing next to a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_17.jpg,a group of men standing next to a truck 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_170.jpg,a group of people standing on top of a beach 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_174.jpg,a man in a hat is holding a cell phone 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_173.jpg,a black and white photo of a group of people on horses 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_172.jpg,a large body of water next to a bridge 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_178.jpg,a group of people riding on the backs of horses 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_184.jpg,a tall clock tower with a sky background
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_189.jpg,a group of people standing next to each other 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_200.jpg,a collage of photos with a clock on the wall
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_196.jpg,a black and white photo of a man with a baseball bat 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_176.jpg,a laptop computer sitting on top of a desk 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_18.jpg,a group of people standing around a table filled with food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_181.jpg,a person flying a kite in the sky 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_19.jpg,a little girl holding a pink teddy bear 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_194.jpg,a group of people riding bikes down a street 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_182.jpg,a large building with a clock on the top 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_198.jpg,a large stone building with a clock tower 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_179.jpg,a woman in a dress shirt and tie in a room 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_185.jpg,a group of motorcycles parked on the side of a road 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_195.jpg,a group of people standing next to a sign 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_2.jpg,a group of people standing around a table filled with food 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_205.jpg,a group of people standing around a table 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_190.jpg,a fire hydrant sitting on the side of a road 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_180.jpg,a black and white photo of a group of people 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_187.jpg,a black and white photo of a military plane 
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_199.jpg,a black and white photo of people in a field
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_191.jpg,a group of people riding skis on a snowy surface
D:/SE2023-9.1/SDmodel/data/train\Vietnam history\Image_7_203.jpg,a group of men standing next to a truck 
